[Year],[State],[S&E Fields],[SEH Fields],[Public or Private],[Sex],[Citizenship],[Graduate Students]
1998,Oklahoma,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),25
1998,Oklahoma,Science and engineering,Engineering,Private,Male,Foreign nationals,79
1998,Oklahoma,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),4
1998,Oklahoma,Science and engineering,Engineering,Private,Female,Foreign nationals,12
1998,Maine,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),166
1998,Maine,Science and engineering,Science,Public,Male,Foreign nationals,64
1998,Maine,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),180
1998,Maine,Science and engineering,Science,Public,Female,Foreign nationals,40
1998,Maine,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),74
1998,Maine,Science and engineering,Engineering,Public,Male,Foreign nationals,31
1998,Maine,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),18
1998,Maine,Science and engineering,Engineering,Public,Female,Foreign nationals,13
1998,Hawaii,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),499
1998,Hawaii,Science and engineering,Science,Public,Male,Foreign nationals,243
1998,Hawaii,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),438
1998,Hawaii,Science and engineering,Science,Public,Female,Foreign nationals,195
1998,Hawaii,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),69
1998,Hawaii,Science and engineering,Engineering,Public,Male,Foreign nationals,86
1998,Hawaii,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),13
1998,Hawaii,Science and engineering,Engineering,Public,Female,Foreign nationals,32
1998,Vermont,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),213
1998,Vermont,Science and engineering,Science,Public,Male,Foreign nationals,33
1998,Vermont,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),181
1998,Vermont,Science and engineering,Science,Public,Female,Foreign nationals,23
1998,Vermont,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),42
1998,Vermont,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),24
1998,Vermont,Science and engineering,Science,Private,Female,Foreign nationals,3
1998,Vermont,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),60
1998,Vermont,Science and engineering,Engineering,Public,Male,Foreign nationals,12
1998,Vermont,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),13
1998,Vermont,Science and engineering,Engineering,Public,Female,Foreign nationals,6
1998,Iowa,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,064"
1998,Iowa,Science and engineering,Science,Public,Male,Foreign nationals,717
1998,Iowa,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),788
1998,Iowa,Science and engineering,Science,Public,Female,Foreign nationals,376
1998,Iowa,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),148
1998,Iowa,Science and engineering,Science,Private,Male,Foreign nationals,48
1998,Iowa,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),108
1998,Iowa,Science and engineering,Science,Private,Female,Foreign nationals,35
1998,Iowa,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),339
1998,Iowa,Science and engineering,Engineering,Public,Male,Foreign nationals,465
1998,Iowa,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),109
1998,Iowa,Science and engineering,Engineering,Public,Female,Foreign nationals,134
1998,Arizona,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,965"
1998,Arizona,Science and engineering,Science,Public,Male,Foreign nationals,652
1998,Arizona,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,794"
1998,Arizona,Science and engineering,Science,Public,Female,Foreign nationals,301
1998,Arizona,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),689
1998,Arizona,Science and engineering,Engineering,Public,Male,Foreign nationals,678
1998,Arizona,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),217
1998,Arizona,Science and engineering,Engineering,Public,Female,Foreign nationals,121
1998,North Dakota,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),411
1998,North Dakota,Science and engineering,Science,Public,Male,Foreign nationals,135
1998,North Dakota,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),242
1998,North Dakota,Science and engineering,Science,Public,Female,Foreign nationals,51
1998,North Dakota,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),80
1998,North Dakota,Science and engineering,Engineering,Public,Male,Foreign nationals,25
1998,North Dakota,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),11
1998,North Dakota,Science and engineering,Engineering,Public,Female,Foreign nationals,3
1998,Idaho,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),642
1998,Idaho,Science and engineering,Science,Public,Male,Foreign nationals,103
1998,Idaho,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),363
1998,Idaho,Science and engineering,Science,Public,Female,Foreign nationals,49
1998,Idaho,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),218
1998,Idaho,Science and engineering,Engineering,Public,Male,Foreign nationals,58
1998,Idaho,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),33
1998,Idaho,Science and engineering,Engineering,Public,Female,Foreign nationals,8
1998,Arkansas,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),613
1998,Arkansas,Science and engineering,Science,Public,Male,Foreign nationals,139
1998,Arkansas,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),658
1998,Arkansas,Science and engineering,Science,Public,Female,Foreign nationals,94
1998,Arkansas,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),285
1998,Arkansas,Science and engineering,Engineering,Public,Male,Foreign nationals,113
1998,Arkansas,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),96
1998,Arkansas,Science and engineering,Engineering,Public,Female,Foreign nationals,40
1998,South Carolina,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),975
1998,South Carolina,Science and engineering,Science,Public,Male,Foreign nationals,385
1998,South Carolina,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),892
1998,South Carolina,Science and engineering,Science,Public,Female,Foreign nationals,192
1998,South Carolina,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),4
1998,South Carolina,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),4
1998,South Carolina,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),432
1998,South Carolina,Science and engineering,Engineering,Public,Male,Foreign nationals,280
1998,South Carolina,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),108
1998,South Carolina,Science and engineering,Engineering,Public,Female,Foreign nationals,70
1998,Utah,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),971
1998,Utah,Science and engineering,Science,Public,Male,Foreign nationals,204
1998,Utah,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),576
1998,Utah,Science and engineering,Science,Public,Female,Foreign nationals,115
1998,Utah,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),425
1998,Utah,Science and engineering,Science,Private,Male,Foreign nationals,88
1998,Utah,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),298
1998,Utah,Science and engineering,Science,Private,Female,Foreign nationals,74
1998,Utah,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),389
